Timestamp,"INFORMED CONSENT
By ticking the box below, I confirm that:
  (1)  I have read and understood the Participant Information Sheet.
  (2)  I understand that my participation is voluntary and that I may withdraw at any time without penalty.
  (3)  I understand",Time Start,Gender,State / Federal Territory,Which module are you currently enrolled in?,"How often do you use AI tools (e.g., ChatGPT, Copilot, Gemini) for your physics learning?",What AI tools have you used for your physics learning? ,"Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B1] I am interested in using artificially intelligent systems in my daily physics learning","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B2] Artificial intelligence can have positive impacts on students' understanding of physic","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B3] Artificial intelligence is exciting for physics education.]","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B4] Much of society will benefit from a future full of artificial intelligence in STEM fie","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B5] I would like to use artificial intelligence in my own physics learning.]","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B6] I find artificial intelligence sinister.]","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B7] Artificial intelligence might take control of how students learn physics.]","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B8] I think artificial intelligence is dangerous for authentic physics learning.]","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B9] I shiver with discomfort when I think about future uses of artificial intelligence in ","Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on your own experience and beliefs. [[B10] People like me will suffer if artificial intelligence is used more and more in physic","Review the statements above, if there are any statements are confusing or ambiguous, please recommend another wording, you may indicate which statement using the statement number (e.g. [B1]).","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedback t","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac2","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac3","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac4","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac5","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac6","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac7","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac8","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac9","The following statements are about your trust in AI-based tools used in educational settings. AI-based educational technology (AI-EdTech) refers to any AI tool that supports your learning — including AI chatbots, AI tutoring systems, AI-powered feedbac10","Review the statements above, if there are any statements are confusing or ambiguous, please recommend another wording, you may indicate which statement using the statement number (e.g. [C1]).","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based on ","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 11","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 12","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 13","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 14","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 15","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 16","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 17","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 18","The following statements are about feelings you may have regarding artificial intelligence (AI) and AI-related technologies. Please indicate your level of agreement with each statement.
There are no right or wrong answers. Please answer honestly based 19","Review the statements above, if there are any statements are confusing or ambiguous, please recommend another wording, you may indicate which statement using the statement number (e.g. [D1]).",Time of Completion
4/22/2026 12:45,"Yes, I consent to participate in this study.",12:42:00 PM,Female,Sarawak,Sains Hayat,Often,"ChatGPT, Dola",Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,-,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,-,12:45:00 AM
4/22/2026 12:48,"Yes, I consent to participate in this study.",12:43:00 PM,Female,Sarawak,Sains Hayat,Often,"ChatGPT,deepseek, Gemini",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,-,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,-,12:48:00 AM
4/22/2026 12:49,"Yes, I consent to participate in this study.",12:46:00 PM,Male,Sarawak,Sains Hayat,Very Often,"Gemini, chatgpt",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,No,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,No,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,12:49:00 PM
4/22/2026 12:49,"Yes, I consent to participate in this study.",12:45:00 PM,Female,Sarawak,Sains Hayat,Rarely,ChatGPT and Gemini,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,-,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,-,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-,12:50:00 PM
4/22/2026 12:51,"Yes, I consent to participate in this study.",12:44:00 PM,Male,Sarawak,Sains Fizikal,Often,"Chat Gpt, Gemini",Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,no,Agree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Agree,no,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,no,12:51:00 PM
4/22/2026 12:52,"Yes, I consent to participate in this study.",12:48:00 PM,Male,Sarawak,Sains Hayat,Sometimes,Gemini,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,-,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,-,12:52:00 PM
4/22/2026 12:52,"Yes, I consent to participate in this study.",12:49:00 PM,Male,Sarawak,Sains Fizikal,Very Often,Gemini,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,No,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,No,12:52:00 PM
4/22/2026 12:54,"Yes, I consent to participate in this study.",12:48:00 PM,Female,Sarawak,Sains Hayat,Often,Gemini,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,-,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,-,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,-,12:54:00 AM
4/22/2026 12:54,"Yes, I consent to participate in this study.",12:50:00 PM,Male,Sarawak,Sains Hayat,Often,ChatGPT and Gemini,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,everything is fine,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,everything is good ,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,everything is fine,12:55:00 PM
4/22/2026 12:55,"Yes, I consent to participate in this study.",12:51:00 PM,Male,Sarawak,Sains Hayat,Often,"Chatgpt, Gemini, Gauth",Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,-,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,-,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,-,12:55:00 AM
4/22/2026 12:57,"Yes, I consent to participate in this study.",12:52:00 PM,Female,Sarawak,Sains Hayat,Often,Gauth,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,.,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,.,12:56:00 PM
4/22/2026 12:57,"Yes, I consent to participate in this study.",12:50:00 AM,Male,Sarawak,Sains Hayat,Sometimes,Google lens or chatgpt,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,No,Neutral,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,No,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,No,12:57:00 AM
4/22/2026 12:58,"Yes, I consent to participate in this study.",12:55:00 PM,Male,Sarawak,Sains Hayat,Often,Chat GPT,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,no,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,no,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,no,12:58:00 PM
4/22/2026 13:00,"Yes, I consent to participate in this study.",12:51:00 PM,Female,Sarawak,Sains Hayat,Often,Chatgpt,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Nothing ,Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Nothing ,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Nothing,1:00:00 AM
4/22/2026 13:01,"Yes, I consent to participate in this study.",12:57:00 PM,Female,Sarawak,Sains Hayat,Often,"Gemini, Google",Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,-,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-,1:01:00 PM
4/22/2026 13:02,"Yes, I consent to participate in this study.",12:58:00 PM,Female,Sarawak,Sains Hayat,Often,Chatgpt,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,No,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,-,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,-,1:02:00 AM
4/22/2026 13:07,"Yes, I consent to participate in this study.",1:00:00 PM,Female,Sarawak,Sains Hayat,Often,Chatgpt,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Good,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Good,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,1:06:00 PM
4/22/2026 13:08,"Yes, I consent to participate in this study.",1:02:00 AM,Male,Sarawak,Sains Fizikal,Often,"ChatGPT, Gemini, DeepSeek",Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,the word sinister like too bad for AI but i know the sentence mean,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-,1:08:00 AM
4/22/2026 13:08,"Yes, I consent to participate in this study.",1:00:00 PM,Female,Sarawak,Sains Hayat,Sometimes,"Chat gpt, gemini, google lens",Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,. ,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,. ,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,.,1:08:00 PM
4/22/2026 13:09,"Yes, I consent to participate in this study.",1:05:00 PM,Female,Sarawak,Sains Hayat,Sometimes,Chatgpt,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,B3,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,C9,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,D7,1:08:00 PM
4/22/2026 13:12,"Yes, I consent to participate in this study.",1:07:00 PM,Female,Sarawak,Sains Hayat,Often,ChatGPT,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,-,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,-,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-,1:12:00 PM
4/22/2026 13:12,"Yes, I consent to participate in this study.",1:03:00 PM,Female,Sarawak,Sains Hayat,Very Often,"Gemini, Chatgpt, Deepseek",Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,B6,Agree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Agree,-,Disagree,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,-,1:12:00 PM
4/22/2026 13:14,"Yes, I consent to participate in this study.",1:09:00 PM,Male,Sarawak,Sains Hayat,Often,"Chatgpt, deepseek, Google AI mode, google lens",Agree,Neutral,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,.,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,.,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,.,1:14:00 PM
4/22/2026 13:15,"Yes, I consent to participate in this study.",1:12:00 AM,Female,Sarawak,Sains Hayat,Rarely,chat gpt deep seak,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,no,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,no,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,no,1:15:00 AM
4/22/2026 13:15,"Yes, I consent to participate in this study.",1:06:00 PM,Male,Sarawak,Sains Hayat,Often,ChatGPT and Gemini ,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,The statements all make sense ,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,The statements show our trust on AI but I don't trust AI completely ,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,The statements all logic about AI will replace human someday,1:15:00 PM
4/22/2026 13:20,"Yes, I consent to participate in this study.",1:13:00 AM,Female,Sarawak,Sains Hayat,Sometimes,Google ,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,"i think the word need to be more simple, thus it makes more people understand and confidence in their answers , but i think so far it is still can be understand ",Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,No,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-,1:20:00 AM
4/22/2026 13:26,"Yes, I consent to participate in this study.",12:23:00 AM,Male,Sarawak,Sains Hayat,Sometimes,Chat GPT,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,_,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,-,Neutral,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,-,1:27:00 PM
4/22/2026 13:30,"Yes, I consent to participate in this study.",1:21:00 AM,Male,Sarawak,Sains Hayat,Often,Ai problem solving feature to decode and analyse the question for clarifications,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,[B8] ,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,[C10],Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,[D9],1:30:00 AM
4/22/2026 13:39,"Yes, I consent to participate in this study.",1:35:00 PM,Female,Sarawak,Sains Hayat,Very Often,Gemini?ChatGPT?Deepseek,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,no,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,-,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,-,1:39:00 PM
4/22/2026 13:43,"Yes, I consent to participate in this study.",1:40:00 PM,Female,Sarawak,Sains Hayat,Often,"ChatGPT, deepseek, google lens",Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,[B9],Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,[C9],Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,D[7],1:44:00 PM
4/22/2026 13:52,"Yes, I consent to participate in this study.",1:50:00 PM,Female,Sarawak,Sains Hayat,Often,Google lens,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,_,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,-,1:53:00 PM
4/22/2026 13:53,"Yes, I consent to participate in this study.",1:48:00 PM,Male,Sarawak,Sains Hayat,Often,GPT,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No statement that are confusing .,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,No,Neutral,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,All statements were clear.,1:53:00 AM
4/22/2026 13:59,"Yes, I consent to participate in this study.",1:53:00 PM,Female,Sarawak,Sains Hayat,Often,asking for specific jalan kerja,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,none,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,none,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,none,2:00:00 PM
4/22/2026 14:02,"Yes, I consent to participate in this study.",1:58:00 AM,Female,Sarawak,Sains Hayat,Often,Chatgpt and gemini,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,-,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,-,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Agree,Disagree,Agree,-,2:02:00 AM
4/22/2026 14:02,"Yes, I consent to participate in this study.",1:53:00 AM,Female,Sarawak,Sains Hayat,Often,google lens ChatGPT deepseek,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Disagree,B9,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Ok,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,All ok,2:02:00 PM
4/22/2026 14:04,"Yes, I consent to participate in this study.",2:01:00 PM,Female,Sarawak,Sains Hayat,Sometimes,Chat gpt,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,It’s help to know the mistakes ,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,It’s just nice for me,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Nit confusing at all,2:05:00 PM
